query text,query description,url,docID,rank,rankScore
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","1","1","11.167"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/led-monitors/pcmcat200900050014.c?id=pcmcat200900050014","2","11","5.483"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/all-monitors/pcmcat143700050048.c?id=pcmcat143700050048","3","12","5.427"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/4k-ultra-hd-monitors/pcmcat374100050017.c?id=pcmcat374100050017","4","8","6.034"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","5","3","11.044"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291P0GZW0_D22hLloK1OljFDIJsyQURjZeKpU87qhDzbtz7ChaX2OU60swR4jsAimxBTRqCoUkWwyeYVaTpWhTNJi-afvimxTVO0Y3cXKjhTh8KHHjsIRato6QjrgZin6qww84Z3J1tKSNg..&query=buy+computer+screen","6","18","3.468"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291OxPYOT4xv71e-FGWiFI7Ru0ve9Lv8XpMX-2pn0Ul8DNj2WQ--lyEQCQg8CkRopew-Bd2IueNOk3Q..&query=buy+computer+screen","7","16","4.344"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4DzG2x6G8xux7aDKB80Rprm5u7Iy1eLkJV7wFj31UlCiTs0dNSN9kQZQRip2X8lEivL4m-h25HjI.&query=buy+computer+screen","8","15","4.424"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4DzG2x6G8xux7aDKB80Rprm5u7Iy1eLkJV7wFj31UlCiTs0dNSN9kQdJ2J7dvvL20SZdcePWC246mrPWi2cPI_LDck-J9wlJ-&query=buy+computer+screen","9","5","7.821"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4o3qQK80dJyEN2VKz_q1Xo8UlM5w3UnvL1fQNuKrxo03GknO8-hc370Kd6vFU6dcW2Nx_aT3w4NTdaP6doPzDEUKd6vFU6dcW2Nx_aT3w4NQHMtTa4ZJ0RQ..&query=buy+computer+screen","10","7","6.111"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","11","2","11.167"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.amazon.com/Monitors-Computers-Accessories/b?node=1292115011","12","20","3.170"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.laptopscreen.com/","13","13","5.026"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/shop/touch-screen-monitor","14","19","3.335"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.techrepublic.com/blog/cracking-open/how-to-replace-a-broken-laptop-screen/","15","14","4.915"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.techwalla.com/articles/how-to-use-hdmi-out-on-laptop-to-exernal-monitor","16","6","6.888"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.gadgetreview.com/best-computer-monitors","17","17","3.679"
"buy computer screen","Plan to buy a computer screen in online shops","https://yourbusiness.azcentral.com/need-attach-monitor-laptop-24347.html","18","9","6.022"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/curved-monitors/pcmcat374100050018.c?id=pcmcat374100050018","19","10","5.800"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=apple+computer+monitors","20","4","7.866"
