query text,query description,url,docID,rank,rankScore
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.britannica.com/biography/Wudi-emperor-of-Han-dynasty","1","12","20.013"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://artsandculture.google.com/entity/m01xvwq","2","4","35.012"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.chinafetching.com/emperor-wudi-of-han-liu-che","3","15","15.442"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.chinahighlights.com/travelguide/china-history/wudi-emperor.htm","4","10","23.002"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","http://en.chinaculture.org/library/2008-02/09/content_22864.htm","5","3","35.504"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.learnchinesehistory.com/emperor-wudi-western-han-dynasty/","6","6","26.837"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.thefamouspeople.com/profiles/emperor-wu-of-han-6459.php","7","13","19.437"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://en.wikipedia.org/wiki/Han_dynasty","8","20","1.637"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://en.wikipedia.org/wiki/Emperor_Wu_of_Han","9","18","3.858"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://china-han-dynasty.weebly.com/politicaleconomy.html","10","5","27.190"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://en.wikipedia.org/wiki/Emperor_Wu_of_Han","11","19","3.858"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.britannica.com/biography/Wudi-emperor-of-Han-dynasty","12","11","20.013"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.chinahighlights.com/travelguide/china-history/wudi-emperor.htm","13","9","23.002"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","http://www.chinaknowledge.de/History/Han/personshanwudi.html","14","14","18.065"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","http://en.chinaculture.org/library/2008-02/09/content_22864.htm","15","2","35.504"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.chinafetching.com/emperor-wudi-of-han-liu-che","16","16","15.442"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.weekinchina.com/chapter/an-a-z-of-chinese-history/wudi-of-han/","17","8","24.007"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.learnchinesehistory.com/emperor-wudi-western-han-dynasty/","18","7","26.837"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","https://www.newworldencyclopedia.org/entry/Emperor_Wu_of_Han","19","17","5.487"
"han dynasty han wudi","Would like to learn more about the emperor Han Wudi who was a famous Chinese emperor during the Han Dynasty","http://chapter7china2ndperiod.weebly.com/creation-expansion--interaction-of-social-structure.html","20","1","37.074"
