query text,query description,url,docID,rank,rankScore
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","1","1","12.547"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/led-monitors/pcmcat200900050014.c?id=pcmcat200900050014","2","17","5.861"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/all-monitors/pcmcat143700050048.c?id=pcmcat143700050048","3","16","5.898"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/4k-ultra-hd-monitors/pcmcat374100050017.c?id=pcmcat374100050017","4","11","7.072"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","5","3","12.466"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291P0GZW0_D22hLloK1OljFDIJsyQURjZeKpU87qhDzbtz7ChaX2OU60swR4jsAimxBTRqCoUkWwyeYVaTpWhTNJi-afvimxTVO0Y3cXKjhTh8KHHjsIRato6QjrgZin6qww84Z3J1tKSNg..&query=buy+computer+screen","6","20","3.908"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291OxPYOT4xv71e-FGWiFI7Ru0ve9Lv8XpMX-2pn0Ul8DNj2WQ--lyEQCQg8CkRopew-Bd2IueNOk3Q..&query=buy+computer+screen","7","5","9.361"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4DzG2x6G8xux7aDKB80Rprm5u7Iy1eLkJV7wFj31UlCiTs0dNSN9kQZQRip2X8lEivL4m-h25HjI.&query=buy+computer+screen","8","12","6.824"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4DzG2x6G8xux7aDKB80Rprm5u7Iy1eLkJV7wFj31UlCiTs0dNSN9kQdJ2J7dvvL20SZdcePWC246mrPWi2cPI_LDck-J9wlJ-&query=buy+computer+screen","9","4","11.006"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.sogou.com/link?url=hedJjaC291NhEGhDd4M8il3B1ggCd1T4o3qQK80dJyEN2VKz_q1Xo8UlM5w3UnvL1fQNuKrxo03GknO8-hc370Kd6vFU6dcW2Nx_aT3w4NTdaP6doPzDEUKd6vFU6dcW2Nx_aT3w4NQHMtTa4ZJ0RQ..&query=buy+computer+screen","10","7","8.843"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computers-pcs/computer-monitors/abcat0509000.c?id=abcat0509000","11","2","12.547"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.amazon.com/Monitors-Computers-Accessories/b?node=1292115011","12","19","5.719"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.laptopscreen.com/","13","14","6.219"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/shop/touch-screen-monitor","14","9","8.385"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.techrepublic.com/blog/cracking-open/how-to-replace-a-broken-laptop-screen/","15","13","6.765"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.techwalla.com/articles/how-to-use-hdmi-out-on-laptop-to-exernal-monitor","16","18","5.841"
"buy computer screen","Plan to buy a computer screen in online shops","http://www.gadgetreview.com/best-computer-monitors","17","8","8.435"
"buy computer screen","Plan to buy a computer screen in online shops","https://yourbusiness.azcentral.com/need-attach-monitor-laptop-24347.html","18","15","6.130"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/computer-monitors/curved-monitors/pcmcat374100050018.c?id=pcmcat374100050018","19","10","7.619"
"buy computer screen","Plan to buy a computer screen in online shops","https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=apple+computer+monitors","20","6","8.967"
